R,G,B,label,label_name
236,237,2,0,yellow
10,41,219,4,blue
228,244,3,0,yellow
19,157,43,5,green
153,18,177,3,violet
120,14,177,3,violet
255,224,4,0,yellow
251,208,0,0,yellow
216,31,0,2,red
30,160,37,5,green
227,86,20,1,orange
142,7,209,3,violet
6,78,207,4,blue
110,43,194,3,violet
235,224,23,0,yellow
246,246,249,6,white
19,55,195,4,blue
248,244,250,6,white
255,202,0,0,yellow
226,228,248,6,white
235,236,218,6,white
202,0,0,2,red
1,198,15,5,green
220,3,0,2,red
186,21,0,2,red
194,18,24,2,red
42,171,48,5,green
38,191,50,5,green
37,175,37,5,green
24,25,3,7,black
105,14,178,3,violet
233,223,235,6,white
207,104,8,1,orange
126,0,185,3,violet
219,214,248,6,white
243,227,238,6,white
227,226,221,6,white
255,242,18,0,yellow
17,66,195,4,blue
21,53,193,4,blue
36,3,4,7,black
220,242,225,6,white
42,203,47,5,green
235,225,219,6,white
221,109,31,1,orange
0,39,193,4,blue
221,227,44,0,yellow
225,246,244,6,white
224,129,27,1,orange
238,238,42,0,yellow
27,24,35,7,black
19,76,219,4,blue
255,214,16,0,yellow
248,213,242,6,white
41,179,40,5,green
249,93,16,1,orange
15,39,199,4,blue
36,57,193,4,blue
216,227,221,6,white
13,176,51,5,green
216,228,229,6,white
234,223,33,0,yellow
152,9,219,3,violet
225,0,9,2,red
11,191,22,5,green
216,245,235,6,white
231,242,227,6,white
229,222,30,0,yellow
225,116,18,1,orange
235,30,29,2,red
220,125,24,1,orange
227,202,16,0,yellow
212,10,33,2,red
27,85,209,4,blue
227,3,28,2,red
230,0,0,2,red
191,0,24,2,red
215,238,41,0,yellow
214,0,8,2,red
13,4,29,7,black
16,166,21,5,green
212,99,37,1,orange
5,25,31,7,black
189,0,4,2,red
36,61,219,4,blue
111,27,224,3,violet
37,42,200,4,blue
35,33,27,7,black
141,3,215,3,violet
126,32,187,3,violet
15,179,45,5,green
223,214,243,6,white
234,228,245,6,white
25,186,15,5,green
227,24,14,2,red
205,2,16,2,red
122,2,209,3,violet
8,37,18,7,black
250,209,38,0,yellow
209,121,0,1,orange
0,47,209,4,blue
141,6,179,3,violet
133,32,190,3,violet
22,192,15,5,green
227,196,34,0,yellow
5,28,18,7,black
4,38,230,4,blue
36,16,36,7,black
122,38,220,3,violet
14,164,42,5,green
37,83,235,4,blue
214,31,0,2,red
17,186,34,5,green
255,225,28,0,yellow
29,82,186,4,blue
130,33,190,3,violet
138,0,185,3,violet
147,7,205,3,violet
220,215,249,6,white
255,231,19,0,yellow
223,218,224,6,white
8,27,9,7,black
242,95,0,1,orange
210,221,223,6,white
7,61,192,4,blue
255,200,22,0,yellow
255,131,6,1,orange
44,198,49,5,green
36,164,42,5,green
0,156,46,5,green
229,248,213,6,white
231,21,32,2,red
223,87,7,1,orange
15,205,30,5,green
214,40,34,2,red
142,31,220,3,violet
215,32,9,2,red
224,230,248,6,white
110,0,201,3,violet
19,36,220,4,blue
27,160,43,5,green
0,39,217,4,blue
4,173,37,5,green
19,6,26,7,black
15,14,38,7,black
5,48,191,4,blue
4,183,43,5,green
29,37,5,7,black
241,234,224,6,white
0,41,203,4,blue
14,2,10,7,black
5,39,198,4,blue
236,113,10,1,orange
219,195,24,0,yellow
255,225,1,0,yellow
203,8,0,2,red
220,126,29,1,orange
219,200,0,0,yellow
17,85,231,4,blue
197,11,20,2,red
255,236,0,0,yellow
233,107,39,1,orange
33,188,47,5,green
1,197,26,5,green
187,0,24,2,red
248,202,42,0,yellow
0,164,41,5,green
29,7,34,7,black
105,33,205,3,violet
110,44,204,3,violet
42,194,34,5,green
22,196,6,5,green
238,234,43,0,yellow
212,25,18,2,red
224,6,13,2,red
249,211,6,0,yellow
219,236,216,6,white
34,7,23,7,black
234,220,37,0,yellow
247,238,210,6,white
214,130,17,1,orange
18,12,29,7,black
253,240,0,0,yellow
0,55,211,4,blue
223,114,0,1,orange
25,38,32,7,black
0,55,189,4,blue
229,129,20,1,orange
223,210,230,6,white
220,218,212,6,white
13,194,41,5,green
0,40,211,4,blue
201,13,18,2,red
21,52,205,4,blue
217,224,0,0,yellow
246,232,211,6,white
0,43,199,4,blue
225,39,30,2,red
187,2,0,2,red
255,220,22,0,yellow
222,0,26,2,red
214,224,239,6,white
108,35,208,3,violet
13,21,10,7,black
251,86,31,1,orange
44,178,45,5,green
121,21,203,3,violet
38,30,10,7,black
133,39,205,3,violet
9,45,235,4,blue
16,73,232,4,blue
12,159,33,5,green
122,22,208,3,violet
29,70,193,4,blue
215,231,227,6,white
226,114,35,1,orange
3,187,25,5,green
28,77,196,4,blue
0,43,217,4,blue
227,243,219,6,white
238,87,15,1,orange
8,183,14,5,green
0,47,202,4,blue
249,248,246,6,white
25,57,192,4,blue
22,17,7,7,black
189,22,2,2,red
10,31,4,7,black
241,128,29,1,orange
144,1,196,3,violet
4,78,197,4,blue
0,67,189,4,blue
6,8,36,7,black
8,37,24,7,black
145,11,223,3,violet
109,5,207,3,violet
145,37,209,3,violet
13,183,6,5,green
211,103,16,1,orange
39,163,14,5,green
38,72,198,4,blue
108,10,207,3,violet
249,107,26,1,orange
206,134,39,1,orange
135,0,222,3,violet
14,47,216,4,blue
6,78,192,4,blue
7,10,28,7,black
201,0,15,2,red
255,205,14,0,yellow
229,245,244,6,white
235,97,0,1,orange
29,166,30,5,green
44,183,13,5,green
27,40,202,4,blue
201,39,18,2,red
6,40,193,4,blue
150,37,204,3,violet
218,118,20,1,orange
240,199,4,0,yellow
20,34,6,7,black
208,40,0,2,red
24,29,32,7,black
223,236,220,6,white
15,157,41,5,green
3,45,225,4,blue
10,16,29,7,black
6,10,21,7,black
127,45,216,3,violet
253,239,12,0,yellow
122,7,175,3,violet
225,91,35,1,orange
38,6,13,7,black
29,19,13,7,black
6,22,13,7,black
21,33,18,7,black
16,184,47,5,green
20,18,11,7,black
154,24,184,3,violet
0,70,202,4,blue
187,36,0,2,red
17,52,201,4,blue
120,25,206,3,violet
16,76,208,4,blue
218,0,21,2,red
255,213,15,0,yellow
237,97,37,1,orange
12,67,217,4,blue
32,38,202,4,blue
230,36,0,2,red
217,239,240,6,white
244,95,33,1,orange
231,220,3,0,yellow
218,26,29,2,red
121,38,181,3,violet
129,8,216,3,violet
35,56,218,4,blue
255,217,17,0,yellow
4,23,32,7,black
221,22,0,2,red
39,169,35,5,green
34,11,5,7,black
233,35,39,2,red
192,38,10,2,red
221,195,31,0,yellow
225,19,7,2,red
248,93,10,1,orange
24,26,20,7,black
107,44,210,3,violet
16,37,31,7,black
249,234,238,6,white
225,97,19,1,orange
220,208,9,0,yellow
151,0,181,3,violet
1,170,19,5,green
226,216,235,6,white
1,75,232,4,blue
207,33,19,2,red
240,212,0,0,yellow
124,0,215,3,violet
4,171,34,5,green
40,58,206,4,blue
196,0,38,2,red
0,62,218,4,blue
228,130,2,1,orange
219,243,29,0,yellow
224,7,23,2,red
204,22,9,2,red
129,36,216,3,violet
248,135,36,1,orange
205,133,32,1,orange
16,38,3,7,black
15,73,207,4,blue
247,226,11,0,yellow
35,65,217,4,blue
147,34,175,3,violet
212,109,0,1,orange
115,33,206,3,violet
2,188,24,5,green
5,27,19,7,black
219,26,13,2,red
236,223,225,6,white
28,161,54,5,green
10,178,42,5,green
230,25,12,2,red
236,199,27,0,yellow
243,233,211,6,white
15,190,35,5,green
247,226,0,0,yellow
147,12,182,3,violet
29,196,17,5,green
0,38,204,4,blue
204,26,0,2,red
199,6,9,2,red
16,17,18,7,black
228,233,213,6,white
7,195,41,5,green
21,204,51,5,green
139,16,199,3,violet
27,50,190,4,blue
234,22,0,2,red
223,86,23,1,orange
187,23,0,2,red
206,11,15,2,red
222,24,33,2,red
20,168,47,5,green
212,108,35,1,orange
113,43,220,3,violet
233,87,6,1,orange
42,168,16,5,green
226,200,34,0,yellow
110,14,218,3,violet
0,199,27,5,green
43,192,35,5,green
235,101,9,1,orange
254,231,1,0,yellow
229,111,28,1,orange
33,39,195,4,blue
239,212,43,0,yellow
25,65,188,4,blue
230,232,33,0,yellow
215,215,222,6,white
150,32,203,3,violet
18,23,5,7,black
129,36,185,3,violet
246,133,33,1,orange
255,234,2,0,yellow
154,18,204,3,violet
0,35,204,4,blue
241,232,14,0,yellow
21,181,29,5,green
9,85,205,4,blue
125,7,202,3,violet
237,233,11,0,yellow
19,57,212,4,blue
25,5,12,7,black
224,230,233,6,white
255,228,2,0,yellow
221,28,9,2,red
21,177,46,5,green
136,36,217,3,violet
33,201,38,5,green
0,183,52,5,green
229,88,0,1,orange
238,222,231,6,white
20,5,8,7,black
8,45,192,4,blue
22,181,8,5,green
10,68,195,4,blue
1,55,212,4,blue
233,233,211,6,white
113,29,215,3,violet
9,168,8,5,green
0,155,11,5,green
21,187,45,5,green
212,23,15,2,red
32,68,213,4,blue
214,23,0,2,red
219,3,32,2,red
226,215,230,6,white
232,90,8,1,orange
0,63,233,4,blue
112,16,188,3,violet
25,21,7,7,black
9,7,24,7,black
0,52,199,4,blue
220,88,5,1,orange
33,201,36,5,green
248,104,35,1,orange
148,37,205,3,violet
248,213,210,6,white
44,163,39,5,green
3,68,198,4,blue
36,23,22,7,black
40,62,191,4,blue
28,185,11,5,green
0,48,186,4,blue
245,195,17,0,yellow
38,21,10,7,black
232,206,32,0,yellow
151,17,207,3,violet
222,199,20,0,yellow
187,0,26,2,red
15,183,24,5,green
119,39,189,3,violet
249,85,11,1,orange
6,65,214,4,blue
255,204,0,0,yellow
143,20,205,3,violet
27,29,15,7,black
243,202,24,0,yellow
151,21,223,3,violet
210,108,11,1,orange
255,205,39,0,yellow
217,245,218,6,white
37,21,9,7,black
15,41,216,4,blue
28,188,8,5,green
222,235,228,6,white
14,162,39,5,green
249,242,241,6,white
221,0,0,2,red
35,157,55,5,green
153,0,217,3,violet
248,217,3,0,yellow
219,212,44,0,yellow
38,41,199,4,blue
2,53,197,4,blue
34,181,15,5,green
208,22,36,2,red
241,204,21,0,yellow
27,164,33,5,green
211,103,40,1,orange
13,181,6,5,green
234,27,34,2,red
244,240,228,6,white
153,27,206,3,violet
14,4,21,7,black
113,26,220,3,violet
231,242,32,0,yellow
28,59,198,4,blue
114,14,188,3,violet
116,11,181,3,violet
254,242,14,0,yellow
236,217,245,6,white
124,39,213,3,violet
247,202,17,0,yellow
17,198,16,5,green
20,163,45,5,green
248,225,224,6,white
10,2,20,7,black
255,204,21,0,yellow
208,19,0,2,red
0,179,21,5,green
232,250,231,6,white
0,47,223,4,blue
37,70,198,4,blue
243,85,22,1,orange
222,35,2,2,red
222,102,18,1,orange
244,216,226,6,white
30,21,10,7,black
224,18,29,2,red
130,37,222,3,violet
239,201,17,0,yellow
242,122,29,1,orange
132,43,190,3,violet
33,84,197,4,blue
213,37,16,2,red
19,19,33,7,black
249,203,19,0,yellow
235,87,1,1,orange
3,74,230,4,blue
127,0,192,3,violet
224,196,0,0,yellow
105,1,179,3,violet
129,31,185,3,violet
30,181,27,5,green
26,3,31,7,black
221,33,21,2,red
207,0,0,2,red
251,209,41,0,yellow
225,242,23,0,yellow
23,202,20,5,green
0,72,194,4,blue
24,196,47,5,green
13,191,21,5,green
208,1,6,2,red
211,3,0,2,red
255,134,14,1,orange
1,180,41,5,green
8,186,51,5,green
225,219,211,6,white
34,189,52,5,green
13,189,23,5,green
21,78,194,4,blue
221,232,240,6,white
8,180,14,5,green
231,231,236,6,white
249,215,242,6,white
213,100,8,1,orange
212,26,40,2,red
39,55,201,4,blue
28,23,11,7,black
219,95,18,1,orange
9,31,34,7,black
33,172,25,5,green
196,0,34,2,red
218,232,249,6,white
13,48,232,4,blue
216,218,222,6,white
147,2,217,3,violet
255,203,43,0,yellow
212,215,213,6,white
231,86,5,1,orange
241,113,0,1,orange
232,16,2,2,red
0,186,25,5,green
236,249,246,6,white
251,105,7,1,orange
5,79,213,4,blue
221,216,13,0,yellow
29,5,36,7,black
34,33,30,7,black
0,66,204,4,blue
19,37,207,4,blue
16,169,41,5,green
240,241,245,6,white
25,179,9,5,green
24,40,221,4,blue
218,97,0,1,orange
18,62,216,4,blue
22,83,195,4,blue
255,133,39,1,orange
105,1,199,3,violet
239,211,212,6,white
8,164,23,5,green
10,63,196,4,blue
231,120,20,1,orange
148,38,213,3,violet
255,244,30,0,yellow
248,228,234,6,white
217,94,23,1,orange
38,33,2,7,black
223,244,249,6,white
111,38,178,3,violet
233,210,12,0,yellow
141,23,215,3,violet
38,182,52,5,green
220,246,234,6,white
20,53,203,4,blue
19,33,5,7,black
3,179,35,5,green
119,28,212,3,violet
12,61,230,4,blue
15,197,39,5,green
200,23,9,2,red
233,196,37,0,yellow
248,240,220,6,white
20,163,51,5,green
255,209,0,0,yellow
249,93,5,1,orange
4,29,25,7,black
27,80,207,4,blue
216,1,23,2,red
31,182,7,5,green
17,200,49,5,green
229,196,37,0,yellow
199,0,5,2,red
244,237,228,6,white
219,0,37,2,red
255,216,34,0,yellow
148,2,197,3,violet
219,249,238,6,white
32,79,228,4,blue
11,161,26,5,green
0,184,31,5,green
13,13,13,7,black
22,166,33,5,green
4,21,19,7,black
37,200,53,5,green
212,0,8,2,red
246,86,0,1,orange
124,24,190,3,violet
39,58,199,4,blue
226,108,0,1,orange
113,31,206,3,violet
112,2,198,3,violet
249,226,23,0,yellow
0,82,220,4,blue
0,190,8,5,green
18,30,23,7,black
13,58,186,4,blue
255,92,14,1,orange
206,37,0,2,red
133,5,191,3,violet
28,7,34,7,black
212,210,250,6,white
40,60,233,4,blue
153,0,217,3,violet
1,77,221,4,blue
255,215,10,0,yellow
3,173,9,5,green
244,223,0,0,yellow
226,0,20,2,red
28,162,15,5,green
0,71,216,4,blue
250,238,228,6,white
215,239,231,6,white
2,22,17,7,black
223,220,222,6,white
212,128,0,1,orange
215,134,19,1,orange
20,59,215,4,blue
248,226,3,0,yellow
37,191,27,5,green
127,33,209,3,violet
110,31,176,3,violet
232,217,36,0,yellow
242,121,32,1,orange
23,178,53,5,green
126,3,192,3,violet
3,188,14,5,green
243,228,223,6,white
140,23,177,3,violet
255,199,24,0,yellow
252,119,8,1,orange
220,235,222,6,white
36,43,214,4,blue
242,243,221,6,white
234,214,249,6,white
33,26,8,7,black
140,41,186,3,violet
198,31,21,2,red
0,202,26,5,green
206,122,27,1,orange
14,3,34,7,black
192,36,20,2,red
241,211,0,0,yellow
249,213,246,6,white
115,1,204,3,violet
11,8,36,7,black
216,115,29,1,orange
186,0,20,2,red
221,217,44,0,yellow
10,20,31,7,black
0,36,216,4,blue
18,197,14,5,green
37,36,5,7,black
3,203,36,5,green
255,232,43,0,yellow
234,0,0,2,red
196,6,8,2,red
227,240,218,6,white
230,212,37,0,yellow
250,212,34,0,yellow
18,82,212,4,blue
250,96,10,1,orange
36,183,24,5,green
122,33,181,3,violet
153,16,213,3,violet
210,125,24,1,orange
255,237,38,0,yellow
249,198,17,0,yellow
0,77,231,4,blue
36,58,218,4,blue
14,53,223,4,blue
148,16,213,3,violet
0,60,187,4,blue
241,218,38,0,yellow
239,234,245,6,white
212,0,0,2,red
222,220,235,6,white
135,24,219,3,violet
34,27,2,7,black
219,218,230,6,white
241,212,244,6,white
241,94,0,1,orange
124,13,206,3,violet
215,239,221,6,white
218,98,7,1,orange
135,12,219,3,violet
116,7,176,3,violet
188,25,15,2,red
128,15,213,3,violet
208,34,27,2,red
16,186,54,5,green
123,0,199,3,violet
222,213,243,6,white
224,198,23,0,yellow
136,11,196,3,violet
33,171,26,5,green
120,29,202,3,violet
255,212,21,0,yellow
150,0,185,3,violet
255,103,3,1,orange
191,16,1,2,red
217,233,213,6,white
19,42,193,4,blue
13,25,5,7,black
129,13,213,3,violet
6,25,3,7,black
233,30,0,2,red
252,242,43,0,yellow
147,38,184,3,violet
3,204,54,5,green
3,193,45,5,green
0,39,198,4,blue
213,14,33,2,red
230,246,221,6,white
124,22,220,3,violet
17,159,51,5,green
216,28,24,2,red
237,246,216,6,white
0,50,221,4,blue
120,38,213,3,violet
28,37,14,7,black
7,81,227,4,blue
13,27,11,7,black
34,16,24,7,black
20,55,204,4,blue
3,70,231,4,blue
203,3,17,2,red
250,229,249,6,white
207,0,29,2,red
37,200,49,5,green
146,2,216,3,violet
218,210,21,0,yellow
245,103,0,1,orange
202,16,4,2,red
108,17,175,3,violet
227,2,9,2,red
32,168,43,5,green
194,26,36,2,red
0,66,205,4,blue
13,19,8,7,black
210,2,21,2,red
37,56,194,4,blue
239,212,24,0,yellow
255,236,1,0,yellow
13,163,27,5,green
222,203,0,0,yellow
238,223,215,6,white
241,228,226,6,white
234,245,235,6,white
146,37,220,3,violet
18,45,187,4,blue
205,85,32,1,orange
23,2,19,7,black
37,22,22,7,black
10,182,44,5,green
186,1,2,2,red
237,239,220,6,white
17,14,30,7,black
12,73,226,4,blue
244,237,241,6,white
27,31,36,7,black
119,3,202,3,violet
38,33,17,7,black
112,5,184,3,violet
9,66,203,4,blue
30,30,21,7,black
227,25,33,2,red
220,122,10,1,orange
224,244,225,6,white
0,45,208,4,blue
239,243,242,6,white
228,36,15,2,red
30,3,18,7,black
135,31,194,3,violet
0,85,228,4,blue
222,124,28,1,orange
194,0,5,2,red
136,24,204,3,violet
204,7,33,2,red
9,13,11,7,black
35,33,34,7,black
231,236,214,6,white
0,57,214,4,blue
222,220,0,0,yellow
230,31,13,2,red
199,28,4,2,red
193,14,32,2,red
136,20,201,3,violet
10,9,22,7,black
9,58,234,4,blue
202,0,35,2,red
216,109,9,1,orange
221,207,13,0,yellow
222,108,19,1,orange
24,170,52,5,green
219,27,9,2,red
244,115,35,1,orange
252,101,36,1,orange
26,81,221,4,blue
20,21,25,7,black
239,214,230,6,white
13,37,6,7,black
255,234,3,0,yellow
249,197,18,0,yellow
116,23,215,3,violet
37,31,4,7,black
30,63,195,4,blue
255,223,8,0,yellow
213,8,0,2,red
210,1,40,2,red
27,21,38,7,black
242,201,45,0,yellow
141,0,222,3,violet
211,23,3,2,red
229,213,40,0,yellow
10,171,52,5,green
230,106,34,1,orange
227,0,37,2,red
24,2,21,7,black
212,36,10,2,red
216,129,27,1,orange
11,177,45,5,green
153,36,175,3,violet
22,14,30,7,black
137,29,216,3,violet
141,42,192,3,violet
221,14,10,2,red
5,34,20,7,black
20,25,33,7,black
241,229,229,6,white
153,0,180,3,violet
115,31,183,3,violet
212,111,0,1,orange
248,226,242,6,white
211,117,36,1,orange
242,220,210,6,white
255,241,12,0,yellow
186,20,33,2,red
5,21,20,7,black
235,32,22,2,red
151,33,183,3,violet
251,203,28,0,yellow
22,194,12,5,green
229,228,243,6,white
254,100,3,1,orange
189,33,30,2,red
15,19,10,7,black
239,218,11,0,yellow
0,163,55,5,green
230,0,7,2,red
231,0,0,2,red
32,203,55,5,green
21,167,18,5,green
236,201,10,0,yellow
235,237,25,0,yellow
126,13,198,3,violet
210,134,22,1,orange
243,115,35,1,orange
24,35,10,7,black
34,36,3,7,black
246,108,0,1,orange
206,127,9,1,orange
40,199,55,5,green
115,1,218,3,violet
135,0,196,3,violet
255,204,3,0,yellow
124,42,175,3,violet
186,1,19,2,red
216,92,15,1,orange
208,110,26,1,orange
109,28,221,3,violet
219,228,221,6,white
212,27,4,2,red
237,211,212,6,white
13,2,4,7,black
211,216,218,6,white
228,0,0,2,red
32,166,18,5,green
0,52,212,4,blue
0,167,16,5,green
254,108,22,1,orange
219,11,19,2,red
140,0,187,3,violet
24,22,17,7,black
112,9,188,3,violet
131,0,196,3,violet
5,31,12,7,black
142,36,177,3,violet
228,232,242,6,white
36,202,22,5,green
217,197,0,0,yellow
27,24,20,7,black
206,11,33,2,red
129,33,197,3,violet
214,39,30,2,red
242,241,32,0,yellow
26,203,23,5,green
148,16,202,3,violet
137,39,182,3,violet
238,128,18,1,orange
29,79,230,4,blue
232,205,45,0,yellow
133,9,191,3,violet
8,4,2,7,black
3,10,23,7,black
238,209,3,0,yellow
223,234,232,6,white
212,211,220,6,white
0,82,219,4,blue
22,18,38,7,black
255,201,44,0,yellow
142,0,220,3,violet
185,26,21,2,red
252,120,5,1,orange
227,85,21,1,orange
12,14,14,7,black
18,191,28,5,green
6,43,211,4,blue
235,121,33,1,orange
143,41,210,3,violet
216,218,226,6,white
239,129,37,1,orange
17,6,9,7,black
234,236,39,0,yellow
212,226,234,6,white
225,236,224,6,white
241,215,248,6,white
220,212,23,0,yellow
24,184,20,5,green
229,99,23,1,orange
34,170,20,5,green
218,200,35,0,yellow
211,231,224,6,white
0,177,19,5,green
192,0,9,2,red
116,23,197,3,violet
223,195,17,0,yellow
250,130,31,1,orange
10,36,5,7,black
153,30,182,3,violet
186,24,10,2,red
13,48,203,4,blue
237,216,30,0,yellow
196,21,34,2,red
230,0,0,2,red
229,203,42,0,yellow
126,8,204,3,violet
26,6,11,7,black
233,124,0,1,orange
245,230,28,0,yellow
137,34,222,3,violet
40,189,19,5,green
226,113,0,1,orange
14,20,19,7,black
223,230,245,6,white
10,35,11,7,black
18,171,17,5,green
25,47,209,4,blue
245,208,20,0,yellow
251,225,10,0,yellow
26,36,210,4,blue
229,96,13,1,orange
13,76,215,4,blue
0,55,223,4,blue
224,11,24,2,red
36,28,36,7,black
204,36,39,2,red
186,29,13,2,red
214,87,29,1,orange
245,121,0,1,orange
254,195,0,0,yellow
226,212,24,0,yellow
15,156,55,5,green
249,231,211,6,white
218,213,224,6,white
38,4,28,7,black
223,217,210,6,white
211,115,0,1,orange
109,16,187,3,violet
27,21,21,7,black
15,25,5,7,black
147,36,184,3,violet
6,31,18,7,black
28,25,23,7,black
255,125,21,1,orange
135,10,196,3,violet
15,184,19,5,green
17,170,22,5,green
24,158,46,5,green
216,0,14,2,red
235,122,25,1,orange
30,36,194,4,blue
225,223,21,0,yellow
217,229,225,6,white
234,210,0,0,yellow
224,5,22,2,red
242,220,221,6,white
215,123,17,1,orange
254,98,18,1,orange
32,38,200,4,blue
251,129,8,1,orange
155,8,190,3,violet
24,65,203,4,blue
8,10,7,7,black
148,36,222,3,violet
246,249,227,6,white
198,0,30,2,red
5,187,10,5,green
239,110,0,1,orange
225,12,17,2,red
198,11,21,2,red
250,120,34,1,orange
244,235,238,6,white
41,176,22,5,green
234,130,3,1,orange
116,20,197,3,violet
118,34,207,3,violet
228,244,211,6,white
35,43,217,4,blue
232,235,227,6,white
222,201,42,0,yellow
211,89,11,1,orange
13,3,11,7,black
17,25,14,7,black
131,44,195,3,violet
30,22,38,7,black
111,40,209,3,violet
30,190,45,5,green
188,2,0,2,red
245,210,243,6,white
0,38,202,4,blue
243,231,230,6,white
230,112,20,1,orange
1,56,214,4,blue
18,52,208,4,blue
212,214,227,6,white
217,0,15,2,red
28,45,219,4,blue
0,188,8,5,green
226,31,40,2,red
11,76,186,4,blue
255,211,24,0,yellow
202,29,30,2,red
241,244,246,6,white
227,11,40,2,red
6,203,29,5,green
9,81,185,4,blue
13,12,3,7,black
142,31,211,3,violet
231,17,36,2,red
235,228,242,6,white
216,225,237,6,white
18,181,47,5,green
209,18,19,2,red
231,197,43,0,yellow
232,0,0,2,red
123,37,179,3,violet
17,28,13,7,black
9,2,23,7,black
14,40,234,4,blue
247,125,36,1,orange
243,214,249,6,white
223,90,3,1,orange
237,109,16,1,orange
226,243,236,6,white
16,61,217,4,blue
145,5,176,3,violet
44,201,31,5,green
14,6,9,7,black
126,42,200,3,violet
234,195,40,0,yellow
3,74,223,4,blue
135,20,198,3,violet
0,54,225,4,blue
241,250,241,6,white
235,34,5,2,red
244,195,41,0,yellow
217,231,249,6,white
235,102,13,1,orange
0,49,225,4,blue
238,197,20,0,yellow
33,80,207,4,blue
44,156,42,5,green
201,11,29,2,red
22,171,36,5,green
22,198,24,5,green
234,11,12,2,red
3,36,2,7,black
243,87,40,1,orange
32,41,222,4,blue
2,61,229,4,blue
18,26,16,7,black
214,96,0,1,orange
229,85,35,1,orange
24,24,17,7,black
248,243,222,6,white
38,186,44,5,green
118,30,178,3,violet
243,125,0,1,orange
17,48,224,4,blue
129,44,219,3,violet
224,7,0,2,red
233,89,30,1,orange
31,184,44,5,green
123,4,222,3,violet
31,60,193,4,blue
15,9,2,7,black
37,29,29,7,black
4,70,189,4,blue
249,224,21,0,yellow
32,174,37,5,green
211,112,0,1,orange
232,32,32,2,red
37,22,19,7,black
7,204,41,5,green
5,8,34,7,black
223,199,23,0,yellow
245,111,14,1,orange
17,31,11,7,black
7,188,37,5,green
16,27,11,7,black
217,0,1,2,red
237,229,16,0,yellow
32,10,10,7,black
255,218,23,0,yellow
192,4,17,2,red
214,0,0,2,red
207,127,3,1,orange
4,161,48,5,green
213,23,32,2,red
229,236,0,0,yellow
245,210,38,0,yellow
2,156,13,5,green
25,27,37,7,black
216,105,30,1,orange
2,5,3,7,black
212,8,29,2,red
252,122,34,1,orange
215,29,0,2,red
239,248,212,6,white
20,42,202,4,blue
215,243,226,6,white
35,161,54,5,green
213,134,39,1,orange
17,40,199,4,blue
3,59,222,4,blue
25,19,10,7,black
254,216,0,0,yellow
14,3,31,7,black
36,18,27,7,black
137,29,217,3,violet
29,8,9,7,black
140,6,177,3,violet
28,180,35,5,green
220,233,228,6,white
16,36,4,7,black
212,95,18,1,orange
243,224,38,0,yellow
127,2,178,3,violet
223,0,23,2,red
143,16,176,3,violet
7,204,30,5,green
39,72,194,4,blue
12,38,15,7,black
227,118,23,1,orange
222,8,16,2,red
114,15,225,3,violet
214,21,21,2,red
113,31,183,3,violet
240,122,34,1,orange
127,7,180,3,violet
43,157,46,5,green
213,113,0,1,orange
151,7,205,3,violet
134,34,206,3,violet
231,244,11,0,yellow
237,85,32,1,orange
16,157,22,5,green
240,233,0,0,yellow
150,26,215,3,violet
113,14,211,3,violet
211,99,0,1,orange
244,110,27,1,orange
16,63,205,4,blue
255,220,18,0,yellow
44,201,55,5,green
222,9,21,2,red
110,28,187,3,violet
235,116,0,1,orange
1,63,214,4,blue
250,196,19,0,yellow
8,167,24,5,green
235,221,250,6,white
6,6,36,7,black
26,83,199,4,blue
206,96,2,1,orange
143,9,197,3,violet
218,232,25,0,yellow
230,203,45,0,yellow
214,213,217,6,white
190,20,36,2,red
125,30,179,3,violet
4,56,225,4,blue
36,13,19,7,black
30,35,20,7,black
37,30,21,7,black
232,208,43,0,yellow
247,116,0,1,orange
23,20,25,7,black
18,17,36,7,black
223,97,0,1,orange
228,127,31,1,orange
210,242,237,6,white
224,210,28,0,yellow
245,119,34,1,orange
10,205,16,5,green
29,84,210,4,blue
5,166,30,5,green
229,14,0,2,red
110,2,181,3,violet
29,58,221,4,blue
12,17,3,7,black
218,31,11,2,red
245,242,219,6,white
121,19,204,3,violet
245,239,232,6,white
8,51,223,4,blue
212,87,19,1,orange
255,225,23,0,yellow
210,9,39,2,red
21,7,22,7,black
213,19,0,2,red
227,230,226,6,white
233,123,20,1,orange
17,24,22,7,black
229,115,19,1,orange
37,173,28,5,green
26,62,228,4,blue
233,234,211,6,white
230,241,222,6,white
0,70,209,4,blue
223,221,244,6,white
234,209,7,0,yellow
7,44,231,4,blue
233,222,5,0,yellow
225,123,14,1,orange
26,22,18,7,black
37,72,235,4,blue
217,126,23,1,orange
108,7,190,3,violet
216,39,25,2,red
221,231,233,6,white
248,112,1,1,orange
26,27,20,7,black
209,36,1,2,red
217,236,226,6,white
241,241,235,6,white
243,118,11,1,orange
6,199,46,5,green
12,15,25,7,black
239,236,244,6,white
18,184,40,5,green
32,13,34,7,black
4,63,230,4,blue
22,54,210,4,blue
16,41,216,4,blue
26,62,231,4,blue
132,0,190,3,violet
228,105,17,1,orange
245,196,42,0,yellow
27,188,16,5,green
24,193,51,5,green
218,214,213,6,white
233,7,34,2,red
204,1,0,2,red
187,0,33,2,red
220,135,4,1,orange
35,169,41,5,green
43,170,53,5,green
239,204,38,0,yellow
